PlayerId;LastName;FirstName;Gender;Height;Weight;ShirtNumber;Email;Country;Team;Abbr;Position
246;Jansson;Pontus;M;179;100;9;cs@72hr.cn;Tunisia;Cleveland Cavaliers;CLE;ShootingGuard
247;Skalk;Ji;M;171;155;88;webmaster@bmacn.com;Turkey;Chicago Bulls;CHI;PointGuard
248;Marvin;Reginald;M;198;70;55;chenli@chinaccm.com;Ukraine;Milwaukee Bucks;MIL;SmallForward
249;Oswald;Augus;M;188;161;8;webmaster@sinopecec.com;America;Boston Celtics;BOS;PowerForward
250;Stev;Bernard;M;196;169;18;PHONEjinyuan-lin@hotmail.com;Spain;Philadelphia 76ers;PHI;Center
251;Godfery;Dick;M;182;109;57;chlitina@133sh.com;France;New York Knicks;NY;ShootingGuard
252;Justin;Haley;M;189;117;73;ythl3210@126.com;Georgia;Brooklyn Nets;BKN;SmallForward
253;Bertrand;Ryan;M;189;84;21;karde@sina.com;Greece;Toronto Raptors;TOR;SmallForward
254;Ra;Rzvan;M;181;135;84;karderr@sina.com;Croatia;San Antonio Spurs;SA;SmallForward
255;Chipciu;Alexandru;M;183;152;1;gift181@126.com;Bosnia;Memphis Grizzlies;MEM;SmallForward
256;Mangala;Eliaquim;M;178;88;21;liuxianguo_1234@163.com;Bosnia Herzegovina;Dallas Mavericks;DAL;Center
257;Zieliski;Piotr;M;192;79;80;jr999999999@163.com;Brazil;Houston Rockets;HOU;ShootingGuard
258;Gman;Valeric;M;195;102;0;baidu@baidu-led.com;Bahamas;New Orleans Pelicans;NO;PointGuard
259;Aduriz;Aritz;M;191;106;57;zhaohaiyan@kitking.com;Canada;Minnesota Timberwolves;MIN;SmallForward
260;Pell;Graziano;M;187;121;28;sinomag@vip.sina.com;Congo;Denver Nuggets;DEN;PowerForward
261;Tarashaj;Shani;M;194;76;53;xiansheng@texindex.com;Switzerland;Utah Jazz;UTA;Center
262;Matt;Reuben;M;192;164;4;020art@gmail.com;Cameroon;Portland Trail Blazers;POR;ShootingGuard
263;Otis;Ansel;M;189;152;11;ythl903210@126.com;Democratic Republic of Congo;Oklahoma City Thunder;OKC;SmallForward
264;Steward;Bernie;M;173;133;76;webmaster@hrm.cnC;Germany;Sacramento Kings;SAC;SmallForward
265;Gordon;Dominic;M;180;137;40;icaman3000@vip.163.com;The Dominican Republic;Phoenix Suns;PHX;SmallForward
266;Keith;Hamiltion;M;176;71;82;zhangexpo1966@163.com;Spain;L.A. Lakers;LAL;SmallForward
267;De Bruyne;Kevin;M;175;140;59;huyong@opg.cn;France;Los Angeles Clippers;LAC;Center
268;Gunnarsson;Aron;M;188;74;52;floorchina@sina.com;Georgia;Golden State Warriors;GS;Center
269;Prepeli;Andrei;M;198;92;29;chinajinshui@163.com;Greece;Miami Heat;MIA;Center
270;Wernbloom;Pontus;M;187;99;2;food800@126.com;Croatia;Orlando Magic;ORL;Center
271;Milik;Arkadiusz;M;193;81;71;jobssme@ssme.gov.cn;Haiti;Atlanta Hawks;ATL;Center
272;Mel;Alexandru;M;191;131;48;shzhimojixie@126.com;Israel;Washington Wizards;WSH;Center
273;Moubandje;Franois;M;200;93;52;webmaster@hf365.com;Australia;Charlotte Hornets;CHA;Center
274;Gashi;Shklzen;M;190;70;55;shfuture@163.com;Bosnia;Detroit Pistons;DET;ShootingGuard
275;Lindelf;Victor;M;198;94;88;longxi62967511@163.com;Bosnia Herzegovina;Indiana Pacers;IND;ShootingGuard
276;Matthew;Sandy;M;173;82;73;cncec@cncec.com.cn;Brazil;Cleveland Cavaliers;CLE;ShootingGuard
277;Otto;Antony;M;173;108;43;zhao_wei1982@hotmail.com;Bahamas;Chicago Bulls;CHI;ShootingGuard
278;Tab;Bert;M;187;166;84;daocaozonghezhizuo@188.com;Canada;Milwaukee Bucks;MIL;ShootingGuard
279;Greg;Don;M;176;109;28;shyh-sj@hotmail.com;Congo;Boston Celtics;BOS;Goalkeeper
280;Kelly;Hardy;M;198;88;62;zsbm@wjc.com.cn;Switzerland;Philadelphia 76ers;PHI;Center
281;Lukaku;Romelu;M;192;134;10;TKC99@PUBLIC1.WX.JS.CN;Cameroon;New York Knicks;NY;ShootingGuard
282;Hoolahan;Wes;M;175;167;0;cnaacn@hotmail.com;Democratic Republic of Congo;Brooklyn Nets;BKN;SmallForward
283;Ttruanu;Ciprian;M;184;70;49;changkun1984111@126.com;Germany;Toronto Raptors;TOR;SmallForward
284;Ignashevich;Sergei;M;180;100;26;huachsh@winhere.cn;The Dominican Republic;San Antonio Spurs;SA;Center
285;Almer;Robert;M;197;94;70;64015861@163.com;Spain;Memphis Grizzlies;MEM;SmallForward
286;Grigore;Drago;M;198;80;44;dn88@dn88.cn;France;Dallas Mavericks;DAL;PowerForward
287;Parolo;Marco;M;181;146;32;serve@333cn.com;Georgia;Houston Rockets;HOU;Center
288;Butko;Bohdan;M;195;157;77;lin_c_x@hotmail.com;Greece;New Orleans Pelicans;NO;SmallForward
289;Kapustka;Bartosz;M;189;166;41;tlylb@163.com;Croatia;Minnesota Timberwolves;MIN;PowerForward
290;Maurice;Saxon;M;179;127;84;dscm2007@163.com;Haiti;Denver Nuggets;DEN;Center
291;Owen;Antonio;M;179;80;30;Bpmot@online.sh.cn;Congo;Utah Jazz;UTA;ShootingGuard
292;Taylor;Berton;M;184;93;42;lrjxuwei@126.com;Switzerland;Portland Trail Blazers;POR;"PointGuard;SmallForward"
293;Gregary;Donahue;M;177;78;81;pcheng418@163.com;Cameroon;Oklahoma City Thunder;OKC;SmallForward
294;Ken;Harlan;M;184;151;47;webmaster@anlideng.com;Democratic Republic of Congo;Sacramento Kings;SAC;PowerForward
295;Henderson;Jordan;M;192;170;63;gzhtthj@163.com;Germany;Phoenix Suns;PHX;"Center;SmallForward"
296;Olsson;Martin;M;186;155;38;hbkpjt@163.com;The Dominican Republic;L.A. Lakers;LAL;ShootingGuard
297;Stanciu;Nicuor;M;183;89;47;magangchao@163.com;Spain;Los Angeles Clippers;LAC;SmallForward
298;Berezutski;Aleksei;M;200;131;62;ntkt@cadg.cn;France;Golden State Warriors;GS;SmallForward
299;zcan;Ramazan;M;183;118;38;info@tongzhuang.net;The Dominican Republic;Golden State Warriors;GS;SmallForward
300;Torje;Gabriel;M;183;163;52;service@oemtimes.com;Spain;Golden State Warriors;GS;SmallForward
